taxonid_iucn,scientific_name,subspecies,rank,subpopulation,threatCategory,kingdom,phylum,class,order,family,genus,main_common_name,authority,published_year,assessment_date,category,criteria,population_trend,marine_system,freshwater_system,terrestrial_system,assessor,reviewer,aoo_km2,eoo_km2,elevation_upper,elevation_lower,depth_upper,depth_lower,errata_flag,errata_reason,amended_flag,amended_reason,decimalLongitude,decimalLatitude,climate
196087,Paramyxine taiwanae,,,,EN,ANIMALIA,CHORDATA,MYXINI,MYXINIFORMES,MYXINIDAE,Paramyxine,,"Shen &amp; Tao, 1975",2011,2009-11-13,EN,"B1ab(iii,v)",Unknown,True,False,False,"Mincarone, M.M. & Mok, H.-K.","Polidoro, B., Knapp, L. & Carpenter, K.E.",,3570,,,120.0,427.0,,,,,121.86,24.58,
182431,Parananochromis ornatus,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Parananochromis,,"Lamboj &amp; Stiassny, 2003",2010,2009-02-16,EN,B2ab(iii),Unknown,False,True,False,"Moelants, T.","Brummett, R., Mbe Tawe, A.N., Dening Touokong, C., Reid, G.M., Snoeks, J. Staissny, M., Moelants, T., Mamonekene, V., Ndodet, B., Ifuta, S.N.B., Chilala, A., Monsembula, R., Ibala Zamba, A., Opoye Itoua, O., Pouomogne, V., Darwall, W. & Smith, K.",<500,,,,,,,,,,12.8,1.733333,Aw Tropical-Savanna
68446564,Paranocaracris bulgaricus,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PAMPHAGIDAE,Paranocaracris,Bulgarian Stone Grasshopper,"(Ebner &amp; Drenowski, 1936)",2016,2015-11-23,EN,B2ac(iv),Unknown,False,False,True,"Chobanov, D.P., Hochkirch, A., Iorgu, I.S., Ivkovic, S., Kristin, A., Lemonnier-Darcemont, M., Pushkar, T., Sirin, D., Skejo, J. Skejo, Szovenyi, G., Vedenina, V. & Willemse, L.P.M.","Kleukers, R. & García, M.",100-200,61656,2300.0,800.0,,,,,,,24.10572,40.91162,Csb Temperate-Dry_Summer-Warm_Summer
16138,Parantechinus apicalis,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Parantechinus,Dibbler,"(Gray, 1842)",2016,2015-06-15,EN,"B2ab(i,iii,iv,v)",Decreasing,False,False,True,"Burbidge, A.A. & Woinarski, J.","Johnson, C.N. & Hawkins, C.",50,20100,,,,,,,,,115.0,-30.3,
181879,Parauchenoglanis longiceps,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,CLAROTEIDAE,Parauchenoglanis,,"(Boulenger, 1913)",2010,2009-02-16,EN,B1ab(iii)+2ab(iii),Unknown,False,True,False,"Moelants, T.","Brummett, R., Mbe Tawe, A.N., Dening Touokong, C., Reid, G.M., Snoeks, J. Staissny, M., Moelants, T., Mamonekene, V., Ndodet, B., Ifuta, S.N.B., Chilala, A., Monsembula, R., Ibala Zamba, A., Opoye Itoua, O., Pouomogne, V., Darwall, W. & Smith, K.",,,,,,,,,,,14.21605,2.62602,Am Tropical-Monsoon
22704493,Pardalotus quadragintus,,,,EN,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARDALOTIDAE,Pardalotus,Forty-spotted Pardalote,"Gould, 1838",2016,2016-10-01,EN,"A2ac;B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v);C1",Decreasing,False,False,True,BirdLife International,"Butchart, S.H.M. & Symes, A.",41,17100,1000.0,,,,,,,,147.17,-41.45,Cfb Temperate-Withouth_dry_season-Warm_Summer
44494,Paretroplus nourissati,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Paretroplus,,"(Allgayer, 1998)",2016,2016-06-26,EN,"B1ab(iii,v)",Decreasing,False,True,False,"Ravelomanana, T. & Sparks, J.S.","Randrianizahaisa, H., Rasoloariniaina, R & Velosoa, J.",,975,,,,,,,,,48.714444,-15.833889,Am Tropical-Monsoon
16240,Parides burchellanus,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Parides,,"(Westwood, 1872)",2019,2018-04-25,EN,B2ab(iii),Unknown,False,False,True,"Grice, H., Freitas, A.V.L., Rosa, A., Marini-Filho, O., Dias, F.M.S., Mega, N., Mielke, O. & Casagrande, M.","Böhm, M. & Bushell, M.",124-520,89732.542,1010.0,770.0,,,,,True,"Correction of one assessor name: previously appeared as ""Silva, F."" (Fernando Silva), this is now corrected to ""Dias, F.M.S."" (Fernando Maia Silva Dias).",-47.611454,-15.771528,Aw Tropical-Savanna
68450364,Parnassiana tymphiensis,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Parnassiana,Tymphi Greek Bush-cricket,"(Willemse, 1973)",2016,2015-04-19,EN,"B1ab(iii,v)+2ab(iii,v)",Decreasing,False,False,True,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Bushell, M., Cálix, M. & Nieto, A.",24-100,706,1900.0,1200.0,,,,,,,20.9833,40.0667,Csa Temperate-Dry_Summer-Hot_Summer
61660121,Parodon alfonsoi,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CHARACIFORMES,PARODONTIDAE,Parodon,,"Londoño-Burbano, Román-Valencia &amp; Taphorn, 2011",2016,2014-10-10,EN,B1ab(iii),Unknown,False,True,False,"Villa-Navarro, F.","Cox, N.A., Tognelli, M. & Pavanelli, C.",,2860,117.0,117.0,,,,,,,-73.15307,10.23156,Am Tropical-Monsoon
172883,Paroedura masobe,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Paroedura,,"Nussbaum &amp; Raxworthy, 1994",2020,2011-01-28,EN,B1ab(iii),Decreasing,False,False,True,"Bora, P., Glaw, F., Rabibisoa, N., Ratsoavina, F., Raxworthy, C.J. & Rakotondrazafy, N.A.","Bowles, P. & Cox, N.A.",,410,600.0,300.0,,,,,True,"Correction of coded threats: logging and wood harvesting has unintentional effects on the species, rather than the species being intentionally used for this purpose.",48.975,-17.733333,Af Tropical-Rainforest
22720818,Paroreomyza montana,,,,EN,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Paroreomyza,Maui Alauahio,"(Wilson, 1890)",2016,2016-10-01,EN,"B1ab(ii,iii,v)",Decreasing,False,False,True,BirdLife International,"Butchart, S.H.M. & Symes, A.",,460,2500.0,900.0,,,,,,,-156.88678,20.83574,Aw Tropical-Savanna
91311783,Parosphromenus deissneri,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,OSPHRONEMIDAE,Parosphromenus,,"(Bleeker, 1859)",2020,2020-01-06,EN,B2ab(iii),Unknown,False,True,False,"Low, B.W.","Swatman, A.",16,5250,,,,,,,,,102.48546,2.273246,Af Tropical-Rainforest
91315727,Parosphromenus paludicola,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,OSPHRONEMIDAE,Parosphromenus,,"Tweedie, 1952",2019,2019-01-14,EN,B1ab(iii),Unknown,False,True,False,"Low, B.W.","Cai, Y., Tan, H.H. & Wilkinson, C.",,1720,,,,,,,,,101.880556,6.083333,Af Tropical-Rainforest
16360,Partulina mighelsiana,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Partulina,,"(Pfeiffer, 1847)",1996,1996-08-01,EN,"A1ce, B1+2abcde, C1+2a",,False,False,True,"Hadfield, M. & Hadway, L.",,,,,,,,,,,,-157.008087,21.166364,Aw Tropical-Savanna
16362,Partulina physa,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Partulina,,"(Newcomb, 1853)",1996,1996-08-01,EN,"A1ce, B1+2abcde, C1+2a",,False,False,True,"Hadfield, M. & Hadway, L.",,,,,,,,,,,,-155.671667,20.023056,Af Tropical-Rainforest
16365,Partulina redfieldi,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Partulina,,"(Newcomb, 1853)",1996,1996-08-01,EN,"A1ce, B1+2abcde, C1+2a",,False,False,True,"Hadfield, M. & Hadway, L.",,,,,,,,,,,,-156.817778,21.09,Aw Tropical-Savanna
16355,Partulina splendida,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Partulina,Splendid Partulina,"(Newcomb, 1853)",1996,1996-08-01,EN,"A1ce, B1+2abcde, C1+2a",,False,False,True,"Hadfield, M. & Hadway, L.",,,,,,,,,,,,-156.645731,20.880064,BSh Arid-Steppe-Hot
16370,Partulina tessellata,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Partulina,,"(Newcomb, 1853)",1996,1996-08-01,EN,"A1ce, B1+2abcde, C1+2a",,False,False,True,"Hadfield, M. & Hadway, L.",,,,,,,,,,,,-156.950278,21.1425,Aw Tropical-Savanna
61522,Parvilacerta fraasii,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Parvilacerta,Fraas' Lizard,"(Lehrs, 1910)",2006,2006-01-31,EN,B1ab(iii),Decreasing,False,False,True,"Hraoui-Bloquet, S. & Sadek, R.","Stuart, S.N. & Cox, N. (Global Reptile Assessment)",,,,,,,,,,,36.010556,34.250833,Csa Temperate-Dry_Summer-Hot_Summer
104306073,Pastinachus gracilicaudus,,,,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Pastinachus,Narrow Cowtail Ray,"Last &amp; Manjaji-Matsumoto, 2010",2021,2020-05-19,EN,A2d,Decreasing,True,False,False,"Sherman, C.S., Bin Ali, A., Bineesh, K.K., Derrick, D., Dharmadi, Fahmi, Fernando, D., Haque, A.B., Maung, A., Seyha, L., Tanay, D., Utzurrum, J.A.T., Vo, V.Q. & Yuneni, R.R.","Simpfendorfer, C. & Rigby, C.L.",,,,,0.0,60.0,,,,,118.0,6.0,
104208524,Pateobatis bleekeri,,,,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Pateobatis,Bleeker's Whipray,"(Blyth, 1860)",2020,2020-04-29,EN,A2d,Decreasing,True,False,False,"Sherman, C.S., Akhilesh, K.V., Ali, M., Bin Ali, A., Bineesh, K.K., Derrick, D., Dharmadi, Fahmi, Fernando, D., Haque, A.B., Jabado, R.W., Khan, M., Maung, A., Seyha, L., Tanay, D., Utzurrum, J.A.T., Vo, V.Q. & Yuneni, R.R.","Bustamante, C. & Dulvy, N.K.",,,,,0.0,40.0,,,,,104.772064,-3.069092,Af Tropical-Rainforest
22678497,Pauxi pauxi,,,,EN,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Pauxi,Helmeted Curassow,"(Linnaeus, 1766)",2016,2016-10-01,EN,C2a(i),Decreasing,False,False,True,BirdLife International,"Butchart, S.H.M. & Symes, A.",,249000,2200.0,500.0,,,,,,,-67.683333,10.366667,Aw Tropical-Savanna
14216608,Paxillostium nanum,,,,EN,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,TATEIDAE,Paxillostium,,"Gardner, 1970",2013,2011-07-29,EN,"B1ab(ii,iii,iv,v)",Decreasing,False,True,False,"Collier, K.","Hitchmough, R., Brooks, E. & Moore, S.",,3000,,,,,,,,,173.48638,-35.19555,Cfb Temperate-Withouth_dry_season-Warm_Summer
16470,Pedostibes tuberculosus,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Pedostibes,Malabar Tree Toad,"Günther, 1876",2004,2004-04-30,EN,B1ab(iii),Decreasing,False,True,True,"S.D. Biju, Sushil Dutta, Robert Inger, Vivek Ashok Gour-Broome","Global Amphibian Assessment Coordinating Team (Simon Stuart, Janice Chanson and Neil Cox)",,,,,,,,,,,75.141721,13.289798,Am Tropical-Monsoon
149171119,Pelecocera nigricornis,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,SYRPHIDAE,Pelecocera,,"(Santos Abreu, 1924)",2021,2020-02-12,EN,"B2ab(i,ii,iii,iv)",Unknown,False,False,True,"Pennards, G.W.A.","Popov, S. & Englefield, E.",88,14920,2450.0,1000.0,,,,,,,-17.836894,28.61426,BWk Arid-Desert-Cold
58735,Pelophylax tenggerensis,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Pelophylax,Yellow River Frog,"(Zhao, Macey &amp; Papenfuss, 1988)",2021,2019-06-20,EN,B1ab(iii),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,473,,,,,,,,,104.998939,37.468397,BWk Arid-Desert-Cold
54641,Peltophryne fracta,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Peltophryne,Eastern Crested Toad,"(Schwartz, 1972)",2004,2004-04-30,EN,B1ab(iii),Decreasing,False,True,True,"Blair Hedges, Sixto Inchaustegui, Marcelino Hernandez, Robert Powell","Global Amphibian Assessment Coordinating Team (Simon Stuart, Janice Chanson, Neil Cox and Bruce Young)",,,,,,,,,,,-68.76798589852872,18.60710970211409,Af Tropical-Rainforest
54693,Peltophryne longinasus,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Peltophryne,Cuban Long-nosed Toad,"(Stejneger, 1905)",2004,2004-04-30,EN,B2ab(iii),Decreasing,False,True,True,"Blair Hedges, Luis Díaz","Global Amphibian Assessment Coordinating Team (Simon Stuart, Janice Chanson, Neil Cox and Bruce Young)",,,,,,,,,,,-83.7333,22.4833,Aw Tropical-Savanna
22678360,Penelope ortoni,,,,EN,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Penelope,Baudo Guan,"Salvin, 1874",2019,2018-10-15,EN,A2cd+3cd+4cd,Decreasing,False,False,True,BirdLife International,"Hermes, C.",,181000,1500.0,70.0,,,,,,,-78.8,0.0,Cfb Temperate-Withouth_dry_season-Warm_Summer
22682494,Penelopides panini,,,,EN,ANIMALIA,CHORDATA,AVES,BUCEROTIFORMES,BUCEROTIDAE,Penelopides,Visayan Hornbill,"(Boddaert, 1783)",2020,2020-09-09,EN,A2cd+4cd; C2a(i),Decreasing,False,False,True,BirdLife International,"Martin, R.",,64500,1500.0,500.0,,,,,,,125.470677,6.939398,Af Tropical-Rainforest
16585,Percina antesella,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Percina,Amber Darter,"Williams & Etnier, 1977",2013,2012-04-10,EN,B1ab(iii)+2ab(iii),Unknown,False,True,False,NatureServe,"Smith, K. & Darwall, W.R.T.",,,,,,,,,,,-84.753611,35.000833,Cfa Temperate-Withouth_dry_season-Hot_Summer
202571,Percina brevicauda,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Percina,Coal Darter,"Suttkus & Bart, 1994",2013,2012-04-19,EN,B2ab(iii),Unknown,False,True,False,NatureServe,"Smith, K. & Darwall, W.R.T.",,,,,,,,,,,-87.078507,33.019265,Cfa Temperate-Withouth_dry_season-Hot_Summer
16593,Percina pantherina,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Percina,Leopard Darter,"(Moore & Reeves, 1955)",2014,2012-03-05,EN,B1ab(iii)+2ab(iii),Stable,False,True,False,NatureServe,"Smith, K. & Darwall, W.R.T.",,,,,,,,,,,-94.345677,34.545949,Cfa Temperate-Withouth_dry_season-Hot_Summer
22679012,Perdicula manipurensis,,,,EN,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Perdicula,Manipur Bush-quail,"(Hume, 1880)",2017,2016-10-01,EN,C2a(i),Decreasing,False,True,True,BirdLife International,"Butchart, S.H.M. & Symes, A.",,144000,1000.0,200.0,,,,,True,"Edit to Country Endemic status and habitat importance coding. Minor edits to Red List Rationale, Geographic Range, Threats and Conservation Actions text and coding. New references added.",90.733333,26.1,Cwa Temperate-Dry_Winter-Hot_Summer
16676,Peromyscus melanocarpus,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,Black-wristed Deer Mouse,"Osgood, 1904",2018,2017-01-16,EN,B1ab(iii),Unknown,False,False,True,"Álvarez-Castañeda, S.T., Lacher, T., Vázquez, E., Arroyo-Cabrales, J. & de Grammont, P.C.","Amori, G.",,4038.14,,,,,,,,,0.0014843956350787,0.0019274176354367,
16683,Peromyscus ochraventer,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,El Carrizo Deer Mouse,"Baker, 1951",2019,2017-01-16,EN,B1ab(iii),Unknown,False,False,True,"Álvarez-Castañeda, S.T.","Amori, G.",,4659.512,1300.0,700.0,,,,,,,-99.20817480156089,23.09823129275104,Aw Tropical-Savanna
16695,Peromyscus winkelmanni,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,Coalcoman Deer Mouse,"Carleton, 1977",2018,2017-01-16,EN,B1ab(iii),Decreasing,False,False,True,"Álvarez-Castañeda, S.T.","Amori, G.",,3940.42,,,,,,,,,-102.925,18.441667,Aw Tropical-Savanna
16727,Petaurus gracilis,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,PETAURIDAE,Petaurus,Mahogany Glider,"(de Vis, 1883)",2016,2015-06-15,EN,B1ab(iii),Decreasing,False,False,True,"Burnett, S., Winter, J. & Martin, R.","Johnson, C.N. & Hawkins, C.",,,120.0,0.0,,,,,,,145.809178,-18.04026,Am Tropical-Monsoon
168450,Pethia manipurensis,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Pethia,,"(Menon, Rema Devi &amp; Vishwanath, 2000)",2015,2010-02-23,EN,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)",Decreasing,False,True,False,"Singh, L.","Barbhuiya, A.H., Juffe Bignoli, D. & Rema Devi, K.R.",80-100,100-120,,,,,,,,,93.849998,24.709999,Aw Tropical-Savanna
172505,Pethia sharmai,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Pethia,Chennai Sawfin Barb,"(Menon &amp; Rema Devi, 1993)",2015,2010-08-31,EN,B1ab(iii),Unknown,False,True,False,"Dahanukar, N.","Rema Devi, K.R., Gopalakrishnan, A., Arunachalam, M., Shrikant, J., Johnson, J.A., Rahul, K. & Molur, S.",,2000-3000,20.0,10.0,,,,,,,80.053479,12.799,Aw Tropical-Savanna
16761,Petrogale concinna,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,MACROPODIDAE,Petrogale,Nabarlek,"Gould, 1842",2016,2014-03-21,EN,A3bce,Decreasing,False,False,True,"Woinarski, J. & Burbidge, A.A.","Hawkins, C.",50-1000,55271,,,,,,,,,133.07,-12.33,Aw Tropical-Savanna
103734824,Petroica multicolor,,,,EN,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PETROICIDAE,Petroica,Norfolk Island Robin,"(Gmelin, 1789)",2018,2016-10-01,EN,C2a(ii),Decreasing,False,False,True,BirdLife International,"Butchart, S.H.M. & Symes, A.",,45,,,,,True,Migrant status corrected.,True,"Edited Trend Justification, Habitats and Ecology, Geographic Range Information and Rationale text. Incorporated Conservation Actions Information text, and edited Actions Needed. Updated reference list.",147.28104,-42.838618,Cfb Temperate-Withouth_dry_season-Warm_Summer
176288,Petropedetes euskircheni,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PETROPEDETIDAE,Petropedetes,,"Barej, Rödel, Gonwouo, Pauwels, Böhme &amp; Schmitz, 2010",2020,2016-05-13,EN,B1ab(iii),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Stuart, S.N.",,1674,1652.0,910.0,,,,,,,9.681944,4.828333,Am Tropical-Monsoon
170247,Petrus rupestris,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Petrus,Red Steenbras,"(Valenciennes, 1830)",2014,2009-12-03,EN,A2bd,Decreasing,True,False,False,"Mann, B.Q., Buxton, C.D., Pollard, D., Carpenter, K.E. & Winker, H.","Attwood, C., Kerwath, S. & Russell, B.",,,,,5.0,160.0,,,,,18.4472,-34.1925,Csb Temperate-Dry_Summer-Warm_Summer
123423190,Pezichthys compressus,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,BRACHIONICHTHYIDAE,Pezichthys,Narrowbody Handfish,"Last &amp; Gledhill, 2009",2020,2018-04-30,EN,"B2ab(iii,v)",Decreasing,True,False,False,"Last, P.R., Edgar, G. & Stuart-Smith, R.","Ralph, G. & Polidoro, B.",8-500,2388,,,112.0,218.0,,,,,148.405,-38.5567,
16801,Phaeognathus hubrichti,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Phaeognathus,Red Hills Salamander,"Highton, 1961",2004,2004-04-30,EN,B1ab(iii)+2ab(iii),Decreasing,False,False,True,"Geoffrey Hammerson, Kenneth Dodd","Global Amphibian Assessment Coordinating Team (Simon Stuart, Janice Chanson, Neil Cox and Bruce Young)",,,,,,,,,,,-86.71613384527566,31.585374385357785,Cfa Temperate-Withouth_dry_season-Hot_Summer
22696806,Phalacrocorax capensis,,,,EN,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,Cape Cormorant,"(Sparrman, 1789)",2018,2018-08-08,EN,A2bc+3bc+4bc,Decreasing,True,False,True,BirdLife International,"Westrip, J.R.S.",,1060000,,0.0,,,,,,,24.83641,-34.14155,
22696766,Phalacrocorax neglectus,,,,EN,ANIMALIA,CHORDATA,AVES,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,Bank Cormorant,"(Wahlberg, 1855)",2018,2018-08-08,EN,A2ace+3ce+4ace,Decreasing,True,False,True,BirdLife International,"Westrip, J.R.S.",,402000,,0.0,,,,,,,18.0833,-33.4333,
16872,Phaner furcifer,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Phaner,Masoala Fork-marked Lemur,"(de Blainville, 1839)",2020,2017-05-07,EN,A2acd+3cd+4acd,Decreasing,False,False,True,"Louis, E.E., Randriamampoinana, R., Bailey, C.A. & Sefczek, T.M.","Reuter, K.E.",,42440,1000.0,8.0,,,,,,,44.2667,-22.1167,BSh Arid-Steppe-Hot
12767,Phataginus tricuspis,,,,EN,ANIMALIA,CHORDATA,MAMMALIA,PHOLIDOTA,MANIDAE,Phataginus,White-bellied Pangolin,"(Rafinesque, 1821)",2019,2019-05-08,EN,A2c+4cd,Decreasing,False,False,True,"Pietersen, D., Moumbolou, C., Ingram, D.J., Soewu, D., Jansen, R., Sodeinde, O., Keboy Mov Linkey Iflankoy, C., Challender, D. & Shirley, M.H.","Hoffmann, M.",,,,,,,,,,,10.730157,3.233761,Am Tropical-Monsoon
178689,Phelsuma flavigularis,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Phelsuma,Yellow-throated Day Gecko,"Mertens, 1962",2011,2011-01-28,EN,B1ab(iii),Decreasing,False,False,True,"Raxworthy, C.J. & Vences, M.","Bowles, P. & Cox, N.A.",,380,,,,,,,,,47.333333,-24.216666,Am Tropical-Monsoon
172981,Phelsuma klemmeri,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Phelsuma,,"Seipp, 1991",2011,2011-01-28,EN,B1ab(iii),Unknown,False,False,True,"Raxworthy, C.J., Ratsoavina, F., Glaw, F., Rabibisoa, N., Rakotondrazafy, N.A. & Bora, P.","Bowles, P. & Cox, N.A.",,955,400.0,,,,,,,,48.45,-13.633333,Aw Tropical-Savanna
13484200,Phelsuma rosagularis,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Phelsuma,Upland Forest Day Gecko,"Vinson &amp; Vinson, 1963",2021,2020-01-30,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",Decreasing,False,False,True,"Cole, N.","Bowles, P.",52,173.93,,,,,,,,,57.447997,-20.327748,
172948,Phelsuma serraticauda,,,,EN,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Phelsuma,,"Mertens, 1963",2011,2011-01-28,EN,B1ab(v),Decreasing,False,False,True,"Randrianantoandro, J.C., Raxworthy, C.J., Ratsoavina, F., Glaw, F. & Rabibisoa, N.","Bowles, P. & Cox, N.A.",,4464,75.0,0.0,,,,,,,49.383333,-17.976267,Af Tropical-Rainforest
118043564,Phenacorhamdia taphorni,,,,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,HEPTAPTERIDAE,Phenacorhamdia,,"DoNascimiento &amp; Milani, 2008",2019,2017-03-30,EN,B1ab(iii)+2ab(iii),Unknown,False,True,False,"Echevarría, G.","Harrison, I.J.",24,1826,300.0,200.0,,,,,,,-69.68159,9.0818,Am Tropical-Monsoon
79694432,Philautus everetti,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Philautus,Everett's Flying Frog,"(Boulenger, 1894)",2018,2017-05-25,EN,B1ab(iii),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Luedtke, J.",,4986.7,,300.0,,,,,,,118.603,9.7922,Aw Tropical-Savanna
26459,Philautus schmackeri,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Philautus,Schmacker’s Tree Frog,"(Boettger, 1892)",2020,2017-05-27,EN,B1ab(iii),Decreasing,False,False,True,IUCN SSC Amphibian Specialist Group,"Hobin, L.",,1593.07,1650.0,100.0,,,,,True,"Correction of coded threats: logging and wood harvesting has unintentional effects on the species, rather than the species being intentionally used for this purpose.",121.101278,12.341739,Am Tropical-Monsoon
49254398,Philogenia monotis,,,,EN,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PHILOGENIIDAE,Philogenia,,"(Kennedy, 1941)",2016,2014-10-09,EN,"B1ab(i,iii,iv)",Unknown,False,True,False,"Tennessen, K. & Mauffray, W.","Tognelli, M., von Ellenrieder, N. & Garrison, R.",,2130,1210.0,550.0,,,,,,,-78.898713,-0.22932,Csb Temperate-Dry_Summer-Warm_Summer
54354,Philoria loveridgei,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LIMNODYNASTIDAE,Philoria,Loveridge’s Frog,"Parker, 1940",2004,2004-04-30,EN,B1ab(iii),Decreasing,False,True,True,"Jean-Marc Hero, John Clarke, Ed Meyer","Global Amphibian Assessment Coordinating Team (Simon Stuart, Janice Chanson and Neil Cox)",,,,,,,,,,,153.206299,-28.266486,Cfa Temperate-Withouth_dry_season-Hot_Summer
57382,Philoria richmondensis,,,,EN,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LIMNODYNASTIDAE,Philoria,,"Knowles, Mahony, Armstrong and Donnelan, 2004",2004,2004-04-30,EN,B1ab(iii),Decreasing,False,True,True,"Jean-Marc Hero, Harry Hines, David Newell","Global Amphibian Assessment Coordinating Team (Simon Stuart, Janice Chanson and Neil Cox)",,,,,,,,,,,152.7,-28.4,Cfa Temperate-Withouth_dry_season-Hot_Summer
